longitude,latitude,target_no,target_name,type,subtype,dimensions_ft,top_of_target_depth_ft,water_depth_ft,material,Type (New),Class (New),Subclass (New),target_description,css_surveyed,css_survey_date,css_dimensions,css_water_depth_ft,css_historically_explored,css_description,css_url,dcs_target_no,dcs_scuba_footage,dcs_scuba_date,dcs_dimensions,dcs_notes,dcs_history_url,dcs_video_url,luvm_url,sc_newly_uncovered,sc_rov_dive_date,sc_top_of_target_ft,sc_water_depth_ft,sc_video_url,sc_current_footage_status,sc_initial_footage_status,sc_howto_access
-122.3430235,47.643588,LU027,Possible Sidewheeler,Unknown,Possible Side wheeler (Near Shore),Unknown,#N/A,Unknown,Unknown,Undetermined,N/A,N/A,Shipwreck City has yet to explore this target. See below resources for information. ,No,NA,60' x 20',Unknown,Yes,Possible Side wheeler (Near Shore),https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU27,32,yes,NA,NA,NA,http://www.dcsfilms.com/Site_4/Lake_Union_Sidewheeler.html,https://youtu.be/y41OxkBF5Bk?si=MMq-rYIE0v7lD_iF,NA,no,NA,,,NA,Historical Footage,Historical Footage,Seattle Boat Works / Swiftsure Yachts ?
-122.3416665,47.6428841,LU028,Draft Marker Boat,Shipwreck,Draft Marker Boat,60' x 20',#N/A,40,Unknown,Vessel,Shipwreck,Wood,"Shipwreck City Data
This target has been classified as a draft marker boat, resting in 40 feet of water, with a recorded dimension of 12 feet. Dive footage shows a pointed wooden bow structure and an intact gunwale rail running along visible planking, with several rounded fittings along its edge that may be deadeyes. Nearby, a rusted metal grating or lattice frame lies flat against the debris, alongside heavily encrusted crossed timbers and rounded mound-like features, possibly ballast, buried in growth. A corroded rudder or steering fitting is also visible among scattered loose planking. Visibility ranged from moderate to very poor across the dive.
Prior Research and Theories
This target has been logged by Coastal Sensing & Survey under LU28, though no additional narrative accompanies the entry.",Yes,NA,12',40,Yes,Draft Marker Boat,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU28,20,NA,NA,NA,NA,http://www.dcsfilms.com/Site_4/wooden_wreck_lake_union.html,https://www.youtube.com/watch?v=8k1gl-ynrN0,NA,no,2June2026,,,NA,Updated Footage,Historical Footage,Seattle Boat Works / Swiftsure Yachts ?
-122.3410983,47.642807,LU029,Metal Box Frame,Debris,Net (Floating on Concrete Anchor),12',#N/A,40,Mixed (Debris),Infrastructure ,Man Made,Mixed Materials,"Type: Infrastructure | Class: Man Made | Subclass: Mixed Materials
Shipwreck City Data
This target has been classified as a net floating on a concrete anchor, resting in 40 feet of water, with a recorded dimension of 12 feet. Dive footage shows a concrete block structure with large square openings, heavily encrusted with rust-toned biofouling and draped in netting, with a sea star visible clinging to one section. A single vertical rod or piling rises from the debris nearby. Visibility ranged from poor to very poor throughout the dive.
Prior Research and Theories
This target has been logged by Coastal Sensing & Survey under LU29 as a net floating on a concrete anchor, though no additional narrative accompanies the entry.",Yes,NA,TBD - In mud,40,Yes,Net (Floating on Concrete Anchor),https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU29,NA,NA,NA,NA,NA,NA,,NA,no,2June2026,,,NA,First Footage,No Footage,Seattle Boat Works / Swiftsure Yachts ?
-122.3401989,47.640024,LU030,Sailboat,Shipwreck,Large Sailboat,34' x 10',#N/A,40,Wood,Vessel,Shipwreck,Wood,Shipwreck City has yet to explore this target. See below resources for information. ,No,NA,NA,40,No,Large Sailboat,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU30,31,yes,NA,34 x 10,"Wooden Pleasure Craft, Length 24, Width 10",http://www.dcsfilms.com/Site_4/Wrecks_of_Lake_Union.html,https://vimeo.com/23784461?fl=pl&fe=sh,NA,no,NA,NA,NA,NA,Historical Footage,Historical Footage,Western Yacht Harbor ?
-122.3402139,47.6399514,LU031,Metal Boat,Shipwreck,Corroded Metal Boat,Unknown,#N/A,40,Metal,Vessel,Shipwreck,Metal,NA,Yes,NA,NA,40,Yes,Metal Hull,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU31,30,yes,NA,NA,Corroded Metal Hull,http://www.dcsfilms.com/Site_4/Wrecks_of_Lake_Union.html,https://vimeo.com/23784461?fl=pl&fe=sh,NA,no,NA,NA,NA,NA,Historical Footage,Historical Footage,Western Yacht Harbor ?
-122.3390021,47.6392968,LU032,Wood Barge,Barge,Barge,60' x 20',#N/A,40,Wood,Vessel,Barge Wreck,Wood,"Shipwreck City Data
This target has been classified as a wooden barge, resting in 40 feet of water. Shipwreck City's own measurements put the vessel at roughly 60 feet by 20 feet. The hull structure remains largely intact, with visible deck beams, joints, and at least one upright post or piling rising from the frame, possibly a bit or mooring point. Sponge-like yellow biofouling colonizes much of the exposed wood, and patches of aquatic weeds have taken hold across sections of the deck and beams. A length of rope or cable is visible coiled and wrapped around parts of the structure. Small fish were observed moving through the wreckage during the dive.
Prior Research and Theories
This target has been logged twice by Coastal Sensing & Survey under LU32: an initial entry from January 28, 2020 recorded as an unknown barge, and a follow up from August 22, 2021 noting the barge's well preserved structure in more recent imagery, with a recorded dimension of 45 feet by 16 feet, smaller than the figure from Shipwreck City's own survey. It has also been referenced as ""Barge #3"" in DCS Films' Lake Union wreck survey, though without additional written detail.
Additional Context
This target has not been historically identified. Wooden barges made up a significant part of Lake Union's working waterfront through the early to mid 20th century, used for hauling lumber, coal, and other freight. This wreck likely represents one of many such vessels retired or abandoned on the lakebed once they were no longer serviceable.",Yes,NA,45' x 16',40,Yes,Barge,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU32,3,yes,NA,70' x 30',"""Old Barge', Length 70', Width 3', Height 4'",http://www.dcsfilms.com/Site_4/Lake_Union_Survey.html,https://vimeo.com/23801433?fl=pl&fe=sh,http://www.lakeunionhistory.org/Old_Barge.html,no,"27Mar2026, 7Mar2026",,,NA,Updated Footage,Historical Footage,Julie's Landing (Boat World)
-122.3377314,47.6384812,LU033,Collapsed Wooden Boat,Shipwreck,"45' wooden boat. Possible Name Lettering ""Crooery Ark""",45' x 16',#N/A,40,Wood,Vessel,Shipwreck,Wood,"Shipwreck City Data
This target has been classified as a 45 foot wooden boat, resting in 40 feet of water, with a dimension of 45 feet by 16 feet. Possible name lettering reading ""Crooery Ark"" is visible on the hull, though the wording is not fully legible. The wreckage is broken apart, with sonar imagery showing a scattered debris field alongside the more intact sections of hull. ROV footage shows structural timbers crossing over one another at the site, along with what appears to be a mast step or deck fitting encrusted with growth, sitting between crossed planks. Additional metal hardware, including a small cylindrical fitting with visible threading, was also observed among the wreckage.
Prior Research and Theories
This target has been logged twice by Coastal Sensing & Survey under LU33: an initial entry from January 28, 2020 describing it as an unknown boat, mostly reduced to debris, with possible name lettering reading ""Crooery Ark,"" and a follow up entry from August 22, 2021 describing it simply as an old wreck with an interesting sonar return.
Additional Context
This target has not been historically identified. The partial name lettering, if confirmed, could offer a path to identifying the vessel through historical vessel registries or newspaper archives, though ""Crooery Ark"" does not correspond to any known wreck or vessel name found so far.",Yes,NA,TBD,40,Yes,"45' wooden boat. Possible Name Lettering ""Crooery Ark""",https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU33,NA,NA,NA,NA,NA,NA,,NA,no,"27Mar2026, 5May2026",,,NA,Updated Footage,Historical Footage,Julie's Landing (Boat World)
-122.3389165,47.6352269,LU034,Personal Liveaboad,Shipwreck,Personal Liveaboard,Unknown,#N/A,30,Mixed (Metal and Wood),Debris,Man Made,Mixed Materials,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD - Under Dock Near Shore,30,Yes,Personal Liveaboard,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU34,4,yes,NA,NA,personal liveboard,http://www.dcsfilms.com/Site_4/Sea_Bee.html,https://youtu.be/OvlHtjmf_Mo?si=JSx0ne8tbc2w-iZ7,NA,no,NA,,,NA,Historical Footage,Historical Footage,Boat House Deli Piers ?
-122.3394291,47.6351842,LU035,Jeanette,Shipwreck,Fishing Vessel,40 x 10,#N/A,,Wood,Vessel,Shipwreck,Wood,Shipwreck City has yet to explore this target. See below resources for information. ,No,NA,NA,,Yes,Shipwreck,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU35,21,yes,NA,40 x 10,"Fishing vessel, Length 40ft, Beam 10ft",http://www.dcsfilms.com/Site_4/Jeanette_Lake_Union.html,https://youtu.be/BVn-kgVOBWA?si=_BVW739VVn3UTB4F,http://www.lakeunionhistory.org/Jeanette.html,no,NA,,,NA,Historical Footage,Historical Footage,Boat House Deli Piers ?
-122.3349149,47.6353207,LU036,Debris Field,Unknown,Multiple Floating Objects,N/A,#N/A,40,Unknown,Debris,Man Made,Mixed Materials,"Type: Debris | Class: Man Made | Subclass: Mixed Materials
Shipwreck City Data
This target has been classified as multiple floating objects, resting in 40 feet of water, with dimensions still to be determined. Dive footage shows a scattered debris field across silty lakebed, including a coiled ring of rope or hose, a hook or branch-shaped metal fragment, and several smaller unidentified pieces. Visibility was very poor throughout, with most frames obscured by suspended sediment.
Prior Research and Theories
This target has been logged by Coastal Sensing & Survey under LU36, though no additional narrative accompanies the entry.",Yes,NA,TBD,40,No,Multiple Floating Objects,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU36,NA,NA,NA,NA,NA,NA,,NA,no,3June2026,,,NA,First Footage,No Footage,Boat
-122.3339668,47.6345818,LU037,Debris Field,Unknown,Unknown Debris Item - Possible small boat.,Unknown,#N/A,40,Unknown,Debris,Man Made,Mixed Materials,"Type: Debris | Class: Man Made | Subclass: Mixed Materials
Shipwreck City Data
This target has been classified as an unknown debris item, possibly a small boat, resting in 40 feet of water, with dimensions still to be determined given its location tucked under a dock near shore. Dive footage shows a single vertical line or cable rising from the lakebed, with small unidentified fragments scattered nearby. Visibility was poor throughout, with little structure clearly resolved in any frame, and nothing in the footage confirms this is in fact a vessel.
Prior Research and Theories
This target has been logged by Coastal Sensing & Survey under LU37, though no additional narrative accompanies the entry.",Yes,NA,TBD - Under Dock Near Shore,40,No,Unknown Debris Item - Possible small boat.,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU37,NA,NA,NA,NA,NA,NA,,NA,no,3June2026,,,NA,First Footage,No Footage,Boat
-122.3391884,47.6345066,LU038,USS Lapeer (PC 1138),Shipwreck,Patrol Craft,TBD - Under Dock Near Shore,#N/A,40,Unknown,Vessel,Shipwreck,Metal,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,9' x 6',40,Yes,Shipwreck,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU38,22,yes,NA,NA,Coast Guard Navy Vesel ,http://www.dcsfilms.com/Site_4/PC_1138_Lake_Union.html,https://youtu.be/0Ma9MnDrftc?si=ykr9AvZM2U31ktJO,http://www.lakeunionhistory.org/Lapeer.html,no,NA,,,NA,Historical Footage,Historical Footage,The Lake Union Building Piers ?
-122.3385052,47.6345476,LU039,Debris,Unknown,Unknown Debris Item,9' x 6',#N/A,40,Unknown,Undetermined,Unknown,Unknown Material,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD,40,No,Unknown Debris Item,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU39,NA,NA,NA,NA,NA,NA,,NA,no,NA,,,NA,No Footage,No Footage,The Lake Union Building Piers ?
-122.3390325,47.6341326,LU040,Sternwheeler,Shipwreck,Big Wooden (sternwheeler),TBD,#N/A,30,Wood,Vessel,Shipwreck,Wood,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD - Under Dock - Near Shore,30,Yes,Big Wooden (sternwheeler),https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU40,23,NA,yes,NA,NA,http://www.dcsfilms.com/Site_4/Long_wooden_Hull_Lake_Union.html,https://youtu.be/BbD_aqyLsvg?si=YTlziJQwVeUjIrJU,http://www.lakeunionhistory.org/Sternwheeler.html,no,NA,,,NA,No Footage,No Footage,The Lake Union Building Piers ?
-122.3394264,47.6339031,LU041,Sea Bee,Shipwreck,Sailboat,TBD - Under Dock - Near Shore,#N/A,,Wood,Vessel,Shipwreck,Wood,Shipwreck City has yet to explore this target. See below resources for information. ,No,NA,90' x 18',,Yes,Sea Bee,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU41,24,yes,NA,NA,personal sailboat,http://www.dcsfilms.com/Site_4/Sea_Bee.html,https://youtu.be/OvlHtjmf_Mo?si=JSx0ne8tbc2w-iZ7,NA,no,NA,,,NA,Historical Footage,Historical Footage,The Lake Union Building Piers ?
-122.3350086,47.6320387,LU042,JE Boyden,Shipwreck,Shipwreck,90' x 18',#N/A,40,Unknown,Vessel,Shipwreck,Wood,"Type: Vessel | Class: Shipwreck | Subclass: Wood
Shipwreck City Data
This target has been classified as a shipwreck, resting in 40 feet of water, with dimensions still to be determined. Shipwreck City has now dived and photographed the site. Dive footage shows a wooden hull with a pointed bow and copper-toned sheathing at the stem, an intact deck with square hatch openings, and a distinctive H-shaped timber bitt, two upright posts joined by a crossbar, matching historical accounts of the vessel's towing gear. Visibility ranged from moderate to very poor across the dive.
Prior Research and Theories
This target has been historically explored and logged by Coastal Sensing & Survey under LU42. DCS Films documents it by name, recording it at 85 feet long with a 19 foot beam. The Lake Union Virtual Museum also documents the wreck, noting that a diver was able to clear sediment and reveal painted name lettering on the hull, and identifying the timber H-bitt seen in Shipwreck City's photos as the fitting historically used to haul large sailing vessels through Puget Sound.
Additional Context
The J.E. Boyden was built in 1888 and abandoned in 1935, with a depth of hold of 10 feet. She operated during a period when sail and engine power coexisted in Puget Sound, working as a tug to help large sailing ships navigate variable winds and tight waterways, sometimes towing more than one vessel at a time, archival photos even show a group of Makah whalers hitching a ride alongside a larger ship under tow.",Yes,NA,TBD,40,Yes,Shipwreck,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU42,19,yes,NA,85 x 19,"Built in 1888, Length 85 feet, Beam 19 feet, Depth of hold 10 feet, Abandoned 1935",http://www.dcsfilms.com/Site_4/JE_Boyden.html,"https://www.youtube.com/watch?v=-XQFBZqIbKc, https://www.youtube.com/watch?v=whyU9-AT9yM&t=176s",http://www.lakeunionhistory.org/Boyden.html,no,3June2026,,,NA,Updated Footage,Historical Footage,Boat
-122.3339975,47.6330541,LU043,Log and Standing Wood,Debris,Multiple Standing Objects - Posts?,TBD,#N/A,40,Unknown,Debris,Man Made,Mixed Materials,"Type: Debris | Class: Man Made | Subclass: Mixed Materials
Shipwreck City Data
This target has been classified as multiple standing objects, possibly posts, resting in 40 feet of water, with dimensions still to be determined. Dive footage shows several upright wooden posts, one with a splintered, broken top, along with a folding anchor, its hooked flukes wrapped in rope or chain, resting against one of the posts. Loose metal fragments and other debris are scattered across the surrounding lakebed. Visibility ranged from moderate to very poor throughout.
Prior Research and Theories
This target has been logged by Coastal Sensing & Survey under LU43, though no additional narrative accompanies the entry.",Yes,NA,Unknown,40,No,Multiple Standing Objects - Posts?,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU43,NA,NA,NA,NA,NA,NA,,NA,no,3June2026,,,NA,First Footage,No Footage,Boat
-122.3366552,47.6298058,LU044,Long Log,Debris,Clean cut long log,Unknown,#N/A,40,Wood,Debris,Man Made,Wood,"Type: Debris | Class: Man Made | Subclass: Wood
Shipwreck City Data
This target has been classified as a clean cut long log, resting in 40 feet of water, with dimensions still to be determined given the broken apart state of the material. Dive footage shows multiple log sections with clean, sawn ends, some stacked or crossed against one another. One long, tapering log or piling was raised to the surface, with a topside photo confirming the same clean cut visible underwater, against a backdrop of the Seattle skyline. A sonar return of the target is also on file. Visibility ranged from moderate to poor throughout the dive.
Prior Research and Theories
This target has been logged by Coastal Sensing & Survey under LU44, though no additional narrative accompanies the entry.",Yes,NA,TBD - Broken apart,40,No,Unknown,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU44,NA,NA,NA,NA,NA,NA,,NA,no,5May2026,,,NA,First Footage,No Footage,Boat
-122.3373286,47.6292802,LU045,Collapsed Wooden Boat,Shipwreck,Wooden Shipwreck,TBD - Broken apart,#N/A,40,Wood,Vessel,Shipwreck,Wood,"Shipwreck City Data
This target has been classified as a wooden shipwreck, recently explored by the Shipwreck City team in May 2026. The hull is broken apart, with exact dimensions still to be determined given the collapsed state of the structure. ROV footage shows scattered structural timbers, including planking crossed in an X-pattern near the wreck site, and a length of corroded metal rod or hardware — possibly a stanchion or deck fitting — still upright among the wood. A separate section of curved hull or framing sits partially buried in silt, with a small metal or ceramic fitting nearby. Visibility at the site was poor, consistent with typical Lake Union conditions, and no fish or significant marine growth are clearly visible in the frames captured.
Prior Research and Theories
This target has been linked to a prior Coastal Sensing & Survey record logged as an ""Unknown Sailboat,"" surveyed by diver Ben Griner on January 28, 2020.
Additional Context
This target has not been historically identified. Its broken-apart, unidentified state is consistent with many of the smaller work boats and derelict craft that make up much of Lake Union's wreck population.",No,NA,NA,40,No,Shipwreck,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU45,NA,NA,NA,NA,NA,NA,,NA,no,5May2026,,,NA,First Footage,No Footage,Boat
-122.3382654,47.6277745,LU046,Bicycle and Scooter (Previous Buick Site),Shipwreck,Buick,NA,#N/A,NA,Unknown,Debris,Man Made,"Civilian , Mixed Materials , Metal","Type: Debris | Class: Man Made | Subclass: Metal, Mixed Materials
Shipwreck City Data
This target formerly contained a Buick automobile, which has since been removed from the site. Shipwreck City has now dived and photographed the location, finding no trace of the vehicle. In its place, dive footage shows a bicycle frame with intact wheels and handlebars, along with what appears to be a Lime rental scooter, partially buried in silt nearby. Scattered wood debris and a round metal fitting are also visible at the site. Visibility ranged from moderate to very poor throughout.
Prior Research and Theories
This target has been logged by Coastal Sensing & Survey under LU46, though no additional narrative accompanies the entry. No DCS Films or Lake Union Virtual Museum records exist for this target.",Yes,NA,TBD,NA,Yes,Buick,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU46,NA,NA,NA,NA,NA,NA,,NA,no,5May2026,,,NA,No Footage,No Footage,MOHAI Park
-122.3333583,47.6289373,LU047,Possible Shipwreck,Shipwreck,Unknown,TBD,#N/A,40,Unknown,Debris,Man Made,Mixed Materials,"Type: Debris | Class: Man Made | Subclass: Mixed Materials
Shipwreck City Data
This target has been classified as a possible branch with float, resting in 40 feet of water, with dimensions still to be determined. Dive footage shows a single vertical line or cable rising from the lakebed, heavily encrusted with growth, along with a torn sheet of light-colored fabric or tarp material nearby, which was recovered to the surface for closer inspection. A dark ring-shaped object, possibly a tire, is also visible on the lakebed a short distance away. Small elongated pale shapes near the bottom in several frames are likely fish rather than debris. Visibility ranged from moderate to very poor throughout.
Prior Research and Theories
This target has been logged by Coastal Sensing & Survey under LU48, though no additional narrative accompanies the entry.",Yes,NA,TBD,40,No,Unknown,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU47,NA,NA,NA,NA,NA,NA,,NA,no,NA,,,NA,No Footage,No Footage,Hampton Yacht Group Piers ?
-122.3339497,47.6303026,LU048,Barrel and Floating Rope,Unknown,Branch? with float,TBD,#N/A,40,Unknown,Debris,N/A,Unknown Material,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD,40,No,Branch? with float,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU48,NA,NA,NA,NA,NA,NA,,NA,no,3June2026,,,NA,First Footage,No Footage,Boat
-122.3316907,47.6302222,LU049,Possible Shipwreck,Unknown,Unknown debris - likely wreck,TBD,#N/A,NA,Unknown,Debris,N/A,Unknown Material,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD,NA,No,Unknown debris - likely wreck,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU49,NA,NA,NA,NA,NA,NA,,NA,no,NA,,,NA,No Footage,No Footage,Moss Bay Piers ?
-122.330876,47.6311304,LU050,Possible Shipwreck,Unknown,Unknown,TBD,#N/A,40,Unknown,Undetermined,N/A,N/A,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD,40,No,Unknown,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU50,NA,NA,NA,NA,NA,NA,,NA,no,NA,,,NA,No Footage,No Footage,Fairview Marina
-122.3307273,47.6311535,LU051,Possible Shipwreck,Unknown,Unknown,TBD,#N/A,40,Unknown,Undetermined,N/A,N/A,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,5' x 4',40,No,Unknown,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU51,NA,NA,NA,NA,NA,NA,,NA,no,NA,,,NA,No Footage,No Footage,Fairview Marina
-122.3330504,47.6306745,LU052,Small Metal Chest,Unknown,Unknown Square Debris Item,5' x 4',#N/A,40,Unknown,Debris,Man Made,Mixed Materials,"Type: Debris | Class: Man Made | Subclass: Mixed Materials
Shipwreck City Data
This target has been classified as an unknown square debris item, resting in 40 feet of water, with a recorded dimension of 5 feet by 4 feet. Dive footage shows a rectangular metal box-like object, heavily rusted with visible openings on its sides, resting near a length of wooden beam or timber with bolt heads embedded in its surface. Smaller debris, including what may be a boot or shoe, litters the surrounding lakebed. Visibility ranged from moderate to very poor throughout.
Prior Research and Theories
This target has been logged by Coastal Sensing & Survey under LU52, though no additional narrative accompanies the entry.",Yes,NA,TBD,40,No,Unknown Square Debris Item,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU52,NA,NA,NA,NA,NA,NA,,NA,no,3June2026,,,NA,First Footage,No Footage,Boat
-122.3334431,47.6310024,LU053,Pilings,Unknown,Vertical Object (Piling?),TBD,#N/A,40,Unknown,Debris,Man Made,Wood,"Type: Debris | Class: Man Made | Subclass: Wood
Shipwreck City Data
This target has been classified as a vertical object, possibly a piling, resting in 40 feet of water, with a recorded dimension of 24 feet by 4 feet. Dive footage shows several upright wooden posts or pilings rising from the lakebed, with heavily eroded, honeycombed tops on some, riddled with small holes consistent with marine borer damage or long-term decay. A thin metal rod stands upright alongside one of the posts. Visibility ranged from moderate to very poor throughout.
Prior Research and Theories
This target has been logged by Coastal Sensing & Survey under LU53, though no additional narrative accompanies the entry.",Yes,NA,24' x 4',40,No,Vertical Object (Piling?),https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU53,NA,NA,NA,NA,NA,NA,,NA,no,3June2026,,,NA,First Footage,No Footage,Boat
-122.331852,47.6324042,LU054,Debris Field,Unknown,Unknown Debris Item - Highly Reflective,24' x 4',#N/A,40,Unknown,Debris,Man Made,Mixed Materials,"Type: Debris | Class: Man Made | Subclass: Mixed Materials
Shipwreck City Data
This target has been classified as an unknown debris item, noted for a highly reflective sonar return, resting in 40 feet of water, with dimensions still to be determined given its location buried in mud. Dive footage shows a set of parallel wooden rails or timbers running along the lakebed, partially buried in silt, alongside a cylindrical piling and two shorter upright wood posts nearby. Small fish are visible moving through the frame. Visibility was poor throughout, consistent with heavy sediment in the water column.
Prior Research and Theories
This target has been logged by Coastal Sensing & Survey under LU54, though no additional narrative accompanies the entry.",Yes,NA,TBD - In Mud,40,No,Unknown Debris Item - Highly Reflective,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU54,NA,NA,NA,NA,NA,NA,,NA,no,3June2026,,,NA,First Footage,No Footage,Boat
-122.3300995,47.6327928,LU055,Shipwreck,Barge,Barge,TBD - In Mud,#N/A,40,Unknown,Vessel,Barge Wreck,Unknown Material,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,70' x 40',40,No,Barge,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU55,NA,NA,NA,NA,NA,NA,,NA,no,NA,,,NA,No Footage,No Footage,Lake Union Dry Dock Piers
-122.3302463,47.6330204,LU056,Shipwreck,Barge,Barge,70' x 40',#N/A,40,Unknown,Vessel,Barge Wreck,Unknown Material,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD,40,No,Barge,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU56,7?,yes,NA,90 x 30,"Legnth 90', Width 30', Height 4' and 3'",http://www.dcsfilms.com/Site_4/Lake_Union_barges.html,,NA,no,NA,,,NA,Historical Footage,Historical Footage,Lake Union Dry Dock Piers
-122.3302082,47.633092,LU057,Shipwreck(s) Debris Field,Unknown,Multiple Debris Objects Likely Broken Barge & Small Boat with General Debris,TBD,#N/A,40,Unknown,Vessel,Shipwreck,Unknown Material,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD - In Mud,40,No,Multiple Debris Objects Likely Broken Barge & Small Boat with General Debris,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU57,NA,NA,NA,NA,NA,NA,,NA,no,NA,,,NA,No Footage,No Footage,Lake Union Dry Dock Piers
-122.3300736,47.6330807,LU058,Barge,Unknown,Barge or Dock,TBD - In Mud,#N/A,40,Unknown,Vessel,Barge Wreck,Unknown Material,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD,40,No,Barge or Dock,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU58,NA,NA,NA,NA,NA,NA,,NA,no,NA,,,NA,No Footage,No Footage,Lake Union Dry Dock Piers
-122.3302221,47.6333148,LU059,Shipwreck,Shipwreck,Shipwreck,TBD,#N/A,40,Unknown,Vessel,Shipwreck,N/A,"Unknown (LU059)
Type: Vessell | Class: N/A | Subclass: N/A

Shipwreck City Data
This target has been classified as a shipwreck, resting in 40 feet of water, with dimensions still to be determined. It was originally identified through Coastal Sensing & Survey's side-scan sonar work rather than direct observation, and Shipwreck City has not yet dived or photographed the site to confirm what the sonar return represents.

Prior Research and Theories
This target has been logged by Coastal Sensing & Survey under LU59, though no additional narrative accompanies the entry. No DCS Films or Lake Union Virtual Museum records exist for this target.",Yes,NA,NA,40,No,Shipwreck,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU59,NA,NA,NA,NA,NA,NA,,NA,no,NA,,,NA,No Footage,No Footage,Lake Union Dry Dock Piers
-122.3306252,47.633318,LU060,"Cables, Tires, Drums",Debris,Cable Bundles Entangled Tires & Drums,NA,#N/A,40,Mixed (Debris),Debris,Man Made,N/A,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD,40,No,Cable Bundles Entangled Tires & Drums,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU60,NA,NA,NA,NA,NA,NA,,NA,no,NA,,,NA,No Footage,No Footage,Lake Union Dry Dock Piers
-122.3298278,47.6327249,LU061,Debris,Shipwreck,Unknown,TBD,#N/A,NA,Unknown,Debris,Unknown,N/A,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD,NA,No,Unknown,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU61,NA,NA,NA,NA,NA,NA,,NA,no,NA,,,NA,No Footage,No Footage,Lake Union Dry Dock Piers
